Timestamp,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
12/5/2016 15:52:01,"Lucinda Williams, Ghosts of Highway 20",,,,
12/10/2016 7:59:23,"LVL UP, Return to Love",,,,
12/6/2016 15:25:56,"Maggie Rose, The Variety Show Vol 1",,,,
12/5/2016 16:12:57,"Marillion, F*** Everyone And Run (FEAR)",,,,
12/6/2016 15:46:33,"Melanie de Biasio, Blackened Cities",,,,
12/5/2016 16:59:56,"Mendelssohn, Years",,,,
12/6/2016 1:15:09,"Metallica, Hardwired to Self-Destruct",,,,
12/6/2016 8:03:03,"Metallica, Hardwired... To Self-Destruct",,,,
12/5/2016 20:53:38,Midwest Farmer's Daughter ,,,,
12/12/2016 5:15:04,Mind of mind,,,,
12/5/2016 14:59:58,MIND OF MINE,,,,
12/6/2016 11:47:11,mind of mine,,,,
12/11/2016 10:58:39,Mind of mine,,,,
12/11/2016 10:59:40,mind of mine,,,,
12/11/2016 11:15:32,Mind of mine,,,,
12/11/2016 11:35:37,mind of mine,,,,
12/11/2016 11:47:44,Mind Of Mine,,,,
12/11/2016 13:13:16,mind of mine,,,,
12/11/2016 13:23:39,Mind of mine,,,,
12/11/2016 13:52:29,mind of mine,,,,
12/11/2016 13:52:46,Mind of mine,,,,
12/11/2016 13:54:09,Mind of Mine,,,,
12/11/2016 13:55:41,Mind of mine,,,,
12/11/2016 13:57:52,Mind of mine,,,,
12/11/2016 14:12:23,Mind of mine,,,,
12/11/2016 14:57:04,Mind of mine,,,,
12/11/2016 14:57:13,Mind of Mine,,,,
12/11/2016 21:28:46,Mind Of Mine,,,,
12/11/2016 21:31:02,Mind Of Mine,,,,
12/11/2016 23:35:40,Mind Of Mine,,,,
12/11/2016 23:44:25,Mind Of Mine,,,,
12/12/2016 1:32:40,Mind of mine,,,,
12/12/2016 6:45:12,Mind Of Mine,,,,
12/5/2016 17:40:54,Mind Of Mine ,,,,
12/11/2016 11:37:16,mind of mine ,,,,
12/11/2016 11:56:48,MIND OF MINE ,,,,
12/11/2016 13:43:53,Mind of mine ,,,,
12/11/2016 14:45:42,"Mind Of Mine , ZAYN ",,,,
12/5/2016 15:45:09,mind of mine by zayn,,,,
12/6/2016 15:02:16,mind of mine by zayn,,,,
12/11/2016 10:59:00,Mind of mine by Zayn,,,,
12/11/2016 16:04:22,mind of mine by zayn,,,,
12/11/2016 20:02:48,Mind of Mine by ZAYN,,,,
12/6/2016 1:02:07,Mind of mine zayn ,,,,
12/5/2016 14:31:54,"Mind Of Mine, Zayn",,,,
12/11/2016 14:33:58,"Mind Of Mine, Zayn",,,,
12/11/2016 14:34:12,"Mind Of Mine, Zayn",,,,
12/6/2016 2:29:09,"mind of mine,zayn",,,,
12/5/2016 20:08:57,mirand lambert,,,,
12/5/2016 16:17:34,"Miranda Lambert, Weight of These Wings",,,,
12/6/2016 16:19:27,MoM zany ,,,,
12/11/2016 14:01:04,Mond of mine zayn ,,,,
12/6/2016 1:00:38,Monkees-Good Times,,,,
12/6/2016 1:01:38,"Monkees, Good Times",,,,
12/6/2016 1:17:06,"Monkees, Good Times",,,,
12/6/2016 5:28:42,"Monkees, Good Times!",,,,
12/6/2016 6:21:22,"Monkees, Good Times!",,,,
12/6/2016 20:17:22,"Nahko and Medicine for the People, Hoka",,,,
12/6/2016 23:20:01,"Nick Zoulek, Rushing Past Willow",,,,
12/6/2016 0:52:58,"OneRepublic, Oh My My",,,,
12/6/2016 1:47:05,"Panic! at the Disco, The Death of a Bachelor",,,,
12/10/2016 14:49:49,"Paper Bird, Paper Bird",,,,
12/9/2016 16:54:13,"Parker Milsap, THE VERY LAST DAY",,,,
12/6/2016 15:46:46,Paul Simon : stranger to stranger,,,,
12/8/2016 6:00:32,"Phil Cooper, Things I'll Never Say",,,,
12/9/2016 15:11:50,"Phish, Big Boat",,,,
12/9/2016 15:51:52,"Phish, Big Boat",,,,
12/9/2016 19:43:37,"Phish, Big Boat",,,,
12/9/2016 22:10:34,"Pinegrove, ""Cardinal",,,,
12/5/2016 16:40:55,"Pinegrove, Cardinal",,,,
12/5/2016 21:27:47,Posies solid states,,,,
12/5/2016 14:28:59,"posies, solid states",,,,
12/5/2016 16:44:22,"Posies, Solid States",,,,
12/5/2016 23:14:46,"Posies, solid states",,,,
12/6/2016 0:47:51,"Puscifer, Money Shot",,,,
12/9/2016 18:55:33,"Ra Ra Riot, Need Your Light",,,,
12/6/2016 0:49:44,"Radiohead, A moon shaped poll",,,,
12/5/2016 16:25:32,"Radiohead, A Moon Shaped Pool",,,,
12/6/2016 13:42:15,"Radiohead, A Moon Shaped Pool",,,,
12/9/2016 13:06:42,"radiohead, a moon shaped pool",,,,
12/6/2016 9:25:06,"Red Tail Ring, Fall Away Blues",,,,
12/9/2016 15:25:50,"regina spektor, remember us to life",,,,
12/10/2016 16:46:57,"Regina Spektor, Remember Us to Life",,,,
12/5/2016 15:18:34,"Rihanna, Anti",,,,
12/6/2016 18:38:18,"Rihanna, Anti",,,,
12/5/2016 15:51:16,"Ryan Keberle & Catharsis, Azul Infinito",,,,
12/7/2016 19:44:47,"Ryan Keberle and Catharsis, Azul Infinito",,,,
12/12/2016 8:44:29,"Sarah Jarosz, Undercurrent",,,,
12/6/2016 8:50:06,"Sawyer Frederick, A Good Storm",,,,
12/6/2016 11:31:29,"Sawyer Fredericks ""A Good Storm""",,,,
12/5/2016 19:16:55,Sawyer Fredericks A Good Storm,,,,
12/5/2016 21:04:02,Sawyer Fredericks A Good Storm,,,,
12/5/2016 21:55:14,Sawyer Fredericks A Good Storm,,,,
12/5/2016 22:18:25,Sawyer Fredericks A Good Storm,,,,
12/6/2016 11:21:27,Sawyer Fredericks A Good Storm,,,,
12/6/2016 11:21:37,Sawyer Fredericks A Good Storm,,,,
12/6/2016 11:21:44,Sawyer Fredericks A Good Storm,,,,
12/6/2016 11:21:50,Sawyer Fredericks A Good Storm,,,,
12/6/2016 11:21:55,Sawyer Fredericks A Good Storm,,,,
12/6/2016 12:14:06,Sawyer Fredericks A Good Storm,,,,
12/6/2016 14:20:49,Sawyer Fredericks A Good Storm,,,,
12/6/2016 14:20:58,Sawyer Fredericks A Good Storm,,,,
12/6/2016 14:21:05,Sawyer Fredericks A Good Storm,,,,
12/6/2016 14:21:12,Sawyer Fredericks A Good Storm,,,,
12/6/2016 14:21:18,Sawyer Fredericks A Good Storm,,,,
12/6/2016 20:00:16,Sawyer Fredericks A Good Storm,,,,
12/6/2016 20:00:38,Sawyer Fredericks A Good Storm,,,,
12/6/2016 20:00:51,Sawyer Fredericks A Good Storm,,,,
12/6/2016 20:01:01,Sawyer Fredericks A Good Storm,,,,
12/6/2016 20:01:14,Sawyer Fredericks A Good Storm,,,,
12/7/2016 13:17:50,Sawyer Fredericks A Good Storm,,,,
12/7/2016 13:18:00,Sawyer Fredericks A Good Storm,,,,
12/7/2016 13:18:06,Sawyer Fredericks A Good Storm,,,,
12/7/2016 13:18:14,Sawyer Fredericks A Good Storm,,,,
12/7/2016 13:18:20,Sawyer Fredericks A Good Storm,,,,
12/7/2016 16:32:15,Sawyer Fredericks A Good Storm,,,,
12/7/2016 16:32:22,Sawyer Fredericks A Good Storm,,,,
12/7/2016 16:32:30,Sawyer Fredericks A Good Storm,,,,
12/7/2016 16:32:44,Sawyer Fredericks A Good Storm,,,,
12/7/2016 16:32:50,Sawyer Fredericks A Good Storm,,,,
12/8/2016 0:00:21,Sawyer Fredericks A Good Storm,,,,
12/8/2016 0:00:31,Sawyer Fredericks A Good Storm,,,,
12/8/2016 0:00:39,Sawyer Fredericks A Good Storm,,,,
12/8/2016 0:00:45,Sawyer Fredericks A Good Storm,,,,
12/8/2016 0:00:51,Sawyer Fredericks A Good Storm,,,,
12/8/2016 11:46:35,Sawyer Fredericks A Good Storm,,,,
12/8/2016 11:46:46,Sawyer Fredericks A Good Storm,,,,
12/8/2016 11:46:52,Sawyer Fredericks A Good Storm,,,,
12/8/2016 11:46:57,Sawyer Fredericks A Good Storm,,,,
12/8/2016 11:47:03,Sawyer Fredericks A Good Storm,,,,
12/8/2016 21:37:51,Sawyer Fredericks A Good Storm,,,,
12/8/2016 21:37:58,Sawyer Fredericks A Good Storm,,,,
12/8/2016 21:38:07,Sawyer Fredericks A Good Storm,,,,
12/8/2016 21:38:14,Sawyer Fredericks A Good Storm,,,,
12/8/2016 21:38:19,Sawyer Fredericks A Good Storm,,,,
12/9/2016 14:32:54,Sawyer Fredericks A Good Storm,,,,
12/9/2016 14:33:00,Sawyer Fredericks A Good Storm,,,,
12/9/2016 14:33:07,Sawyer Fredericks A Good Storm,,,,
12/9/2016 14:33:17,Sawyer Fredericks A Good Storm,,,,
12/9/2016 14:33:23,Sawyer Fredericks A Good Storm,,,,
12/9/2016 19:36:28,Sawyer Fredericks A Good Storm,,,,
12/9/2016 19:36:44,Sawyer Fredericks A Good Storm,,,,
12/9/2016 19:36:55,Sawyer Fredericks A Good Storm,,,,
12/9/2016 19:37:07,Sawyer Fredericks A Good Storm,,,,
12/9/2016 19:37:18,Sawyer Fredericks A Good Storm,,,,
12/10/2016 22:41:29,Sawyer Fredericks A Good Storm,,,,
12/10/2016 22:41:40,Sawyer Fredericks A Good Storm,,,,
12/10/2016 22:41:50,Sawyer Fredericks A Good Storm,,,,
12/10/2016 22:41:59,Sawyer Fredericks A Good Storm,,,,
12/10/2016 22:42:11,Sawyer Fredericks A Good Storm,,,,
12/10/2016 22:42:18,Sawyer Fredericks A Good Storm,,,,
12/11/2016 15:19:20,Sawyer Fredericks A Good Storm,,,,
12/11/2016 15:19:32,Sawyer Fredericks A Good Storm,,,,
12/11/2016 15:19:44,Sawyer Fredericks A Good Storm,,,,
12/11/2016 15:19:54,Sawyer Fredericks A Good Storm,,,,
12/11/2016 15:20:05,Sawyer Fredericks A Good Storm,,,,
12/12/2016 10:21:59,Sawyer Fredericks A Good Storm,,,,
12/12/2016 10:22:06,Sawyer Fredericks A Good Storm,,,,
12/12/2016 10:22:13,Sawyer Fredericks A Good Storm,,,,
12/12/2016 10:22:21,Sawyer Fredericks A Good Storm,,,,
12/12/2016 10:22:27,Sawyer Fredericks A Good Storm,,,,
12/5/2016 18:58:15,"Sawyer Fredericks, a good storm",,,,
12/5/2016 22:13:39,"Sawyer Fredericks, A Good Storm",,,,
12/6/2016 8:49:34,"Sawyer Fredericks, A Good Storm",,,,
12/5/2016 20:27:53,Sawyer Frederisks A good Storm,,,,
12/5/2016 20:28:21,Sawyer Frederisks A good Storm,,,,
12/5/2016 22:31:02,Sawyer fredricks ,,,,
12/5/2016 22:31:57,Sawyer fredricks ,,,,
12/5/2016 15:54:16,Say. ,,,,
12/5/2016 21:12:46,"Shawn Mendes, I",,,,
12/5/2016 21:13:12,"Shawn Mendes, I",,,,
12/5/2016 21:12:57,"Shawn Mendes, Illuminate",,,,
12/7/2016 10:53:04,"She Makes War, Direction of Travel",,,,
12/7/2016 15:11:48,"She Makes War, Direction of Travel",,,,
12/7/2016 19:38:53,"She Makes War, Direction of Travel",,,,
12/8/2016 12:20:06,"She Makes War, Direction of Travel",,,,
12/12/2016 7:00:40,"she makes war, direction of travel",,,,
12/7/2016 12:18:07,"She Makes War, Directions Of Travel ",,,,
12/8/2016 11:22:43,"Shearwater, Jet Plane and Oxbow",,,,
12/8/2016 9:15:39,"Shearwater, Jet Plane Oxbow",,,,
12/8/2016 3:44:59,"SheMakesWar, Direction of Travel",,,,
12/9/2016 12:59:25,"Solange, A Seat At The Table",,,,
12/6/2016 1:43:55,"Solonge, A Seat at the Table",,,,
12/6/2016 9:12:04,"Solonge, A Seat at the Table",,,,
12/6/2016 9:13:11,"Solonge, A Seat at the Table",,,,
12/6/2016 8:55:12,Stolen Rhodes Bend with the wind,,,,
12/9/2016 8:13:30,Stolen Rhodes Bend with the wind,,,,
12/5/2016 18:23:04,"Streetlight Circus, Needle Down",,,,
12/5/2016 20:59:42,"Streetlight Circus, Needle Down",,,,
12/6/2016 3:46:18,"Streetlight Circus, Needle Down",,,,
12/5/2016 16:12:04,"Sturgill Simpson, - sailors guide to earth",,,,
12/5/2016 15:49:27,"Sturgill Simpson, ""A Sailor's Guide to the Earth""",,,,
12/6/2016 9:30:10,"Sturgill Simpson, A Sailor's Guide to Earth",,,,
12/6/2016 19:06:54,"Sturgill Simpson, A Sailor's Guide to Earth",,,,
12/6/2016 7:18:15,"Sturgill Simpson, A Sailors Guide To Earth",,,,
12/5/2016 13:18:03,"Sturgill Simpson, Sailor's Guide to the Universo",,,,
12/8/2016 17:24:52,"Tanya Donelly, Swan Song Series",,,,
12/9/2016 0:38:41,"Tanya Donnelly, Swan Song",,,,
12/7/2016 13:51:52,"Tanya Tagaq, Retribution",,,,
12/8/2016 11:09:29,Tedeschi Trucks Band Let Me Get By,,,,
12/8/2016 21:29:26,Tedeschi Trucks Band Let Me Get By,,,,
12/8/2016 14:00:11,"Tedeschi Trucks Band, ""Let Me Get By""",,,,
12/8/2016 10:31:33,"Tedeschi trucks band, let me get by",,,,
12/8/2016 10:59:38,"Tedeschi Trucks Band, Let Me Get By",,,,
12/9/2016 10:43:52,"Tedeschi Trucks Band,,Let It Be",,,,
12/8/2016 11:18:13,Tedeschi Trucks Band: Let Me Get By,,,,
12/6/2016 21:28:24,Thao ,,,,
12/6/2016 10:56:11,"The Avett Brothers, True Sadness",,,,
12/12/2016 11:19:18,"The Avett Brothers, True Sadness",,,,
12/9/2016 23:04:11,The Felice ,,,,
12/9/2016 23:35:56,"The Felice Brothers, Life In The Dark",,,,
12/6/2016 12:52:13,"The Hideout, There's Nothing. I'm Closing My Eyes.",,,,
12/5/2016 21:51:17,"The Last Shadow Puppets, Everything You've Come To Expect",,,,
12/6/2016 7:30:24,"The Monkees, ""Good Times!""",,,,
12/6/2016 3:35:55,"The Monkees, Good Times",,,,
12/6/2016 7:51:27,"The Monkees, Good Times",,,,
12/6/2016 9:59:38,"The Monkees, Good Times",,,,
12/8/2016 12:27:26,"The Mute Gods, Do Nothing TIll You Hear From Me",,,,
12/9/2016 13:52:00,The Original High by Adam Lambert,,,,
12/5/2016 13:00:56,"The Posies, Solid States",,,,
12/5/2016 13:03:58,"the posies, solid states",,,,
12/5/2016 13:20:19,"The Posies, Solid States",,,,
12/5/2016 14:20:50,"The Posies, Solid States",,,,
12/5/2016 14:58:46,"The Posies, Solid States",,,,
12/5/2016 15:06:48,"The Posies, Solid States",,,,
12/5/2016 15:19:41,"The Posies, Solid States",,,,
12/5/2016 19:52:56,"The Posies, Solid States",,,,
12/5/2016 21:34:46,"the posies, solid states",,,,
12/5/2016 21:34:57,"the posies, solid states",,,,
12/5/2016 21:35:15,"the posies, solid states",,,,
12/5/2016 21:37:39,"the posies, solid states",,,,
12/5/2016 21:38:27,"the posies, solid states",,,,
12/6/2016 5:15:13,"The Posies, Solid States",,,,
12/6/2016 6:30:16,"The Posies, Solid States",,,,
12/6/2016 6:30:43,"the Posies, Solid States",,,,
12/6/2016 5:14:12,"The Posies, Solid States ",,,,
12/5/2016 17:43:36,"The record company,  off the ground",,,,
12/6/2016 0:45:58,"The Record Company, Give It Back To You",,,,
12/7/2016 16:21:52,"The Weeknd, StarBoy",,,,
12/5/2016 19:39:03,"Tommy Womack, Namaste",,,,
12/7/2016 13:36:48,Tonight Alive - Limitless ,,,,
12/5/2016 23:45:36,"Twenty One Pilots, Blurryface",,,,
12/8/2016 6:00:25,"Twenty One Pilots, Blurryface",,,,
12/6/2016 6:35:51,"USELESS ID , STATE IS BURNING",,,,
12/9/2016 15:20:54,various - god don't never change - the songs of blind willie johnson ,,,,
12/6/2016 3:13:24,"Various Artist, Hamilton Soundtrack",,,,
12/5/2016 15:36:19,"Vektor, TERMINAL REDUX",,,,
12/5/2016 19:10:41,"Velvet Love Void, Velvet Love Void",,,,
12/5/2016 13:03:43,Wall of Orange,,,,
12/6/2016 1:03:10,"Weezer, weezer",,,,
12/6/2016 1:41:16,"Whitney, Light Upon The Lake",,,,
12/8/2016 9:44:49,"Whitney, Light Upon the Lake",,,,
12/6/2016 15:51:15,"Wilco, shmilco",,,,
12/5/2016 17:29:09,"Yeasayer, Amen and Goodbye",,,,
12/6/2016 3:09:42,"Yellowcard, Yellowcard",,,,
12/11/2016 18:43:09,You Want It Darker,,,,
12/5/2016 15:56:24,"Young the Giant, Home of the Strange",,,,
12/5/2016 19:42:16,ZAYn,,,,
12/11/2016 14:22:06,Zayn,,,,
12/5/2016 19:31:41,Zayn - Mind Of Mind,,,,
12/11/2016 12:42:01,Zayn - Mind of mind,,,,
12/5/2016 15:59:11,Zayn - Mind Of Mine,,,,
12/5/2016 18:11:12,ZAYN - Mind of Mine,,,,
12/5/2016 19:33:04,Zayn - Mind Of Mine,,,,
12/5/2016 19:33:06,Zayn - Mind Of Mine,,,,
12/6/2016 14:34:24,Zayn - Mind Of Mine,,,,
12/11/2016 11:04:11,ZAYN - Mind of Mine,,,,
12/11/2016 13:17:25,ZAYN - MIND OF MINE,,,,
12/11/2016 19:12:50,Zayn - mind of mine,,,,
12/11/2016 11:01:19,"Zayn ,  Mind of Mine",,,,
12/5/2016 14:42:32,"zayn , mind of mine",,,,
12/11/2016 13:50:39,"Zayn , Mind of mine",,,,
12/5/2016 19:45:08,"Zayn , Mind of mine ",,,,
12/11/2016 11:02:31,"Zayn , Mind of mine ",,,,
12/12/2016 7:03:35,"ZAYN , Mind of Mine ",,,,
12/11/2016 14:00:44,Zayn Malik,,,,
12/11/2016 14:33:08,zayn malik,,,,
12/11/2016 18:36:23,"Zayn malik , Mind of mine",,,,
12/11/2016 16:22:39,Zayn Malik Mind Of Mine,,,,
12/11/2016 10:57:47,Zayn malik mind of Mine ,,,,
12/11/2016 11:03:17,Zayn Malik Mind of Mine ,,,,
12/11/2016 13:41:04,Zayn Malik Mind of Mine ,,,,
12/11/2016 14:43:53,Zayn Malik Mind of Mine ,,,,
12/11/2016 13:19:38,Zayn Malik Mine Of Mind,,,,
12/12/2016 1:29:54,"Zayn Malik, Mind Of Mind",,,,
12/5/2016 15:45:18,"Zayn Malik, Mind of Mine",,,,
12/6/2016 8:27:24,"zayn malik, mind of mine",,,,
12/11/2016 11:05:45,"Zayn malik, mind of mine",,,,
12/11/2016 12:12:10,"Zayn Malik, Mind of Mine",,,,
12/11/2016 13:33:09,"Zayn Malik, MIND OF MINE",,,,
12/12/2016 11:36:20,"Zayn malik, mind of mine",,,,
12/12/2016 10:26:17,"Zayn Malik,Mind Of Mine",,,,
12/6/2016 11:29:52,Zayn Malik. M.O.M.,,,,
12/11/2016 16:02:31,Zayn Mind Of Mind,,,,
12/11/2016 16:02:39,Zayn Mind Of Mind,,,,
12/5/2016 14:28:31,zayn mind of mine,,,,
12/5/2016 14:46:30,Zayn mind of mine,,,,
12/6/2016 11:32:04,Zayn mind of mine,,,,
12/6/2016 11:35:36,Zayn mind of mine,,,,
12/6/2016 11:39:22,Zayn mind of mine,,,,
12/6/2016 11:42:29,Zayn mind of mine,,,,
12/6/2016 11:43:19,Zayn mind of mine,,,,
12/6/2016 11:46:13,Zayn mind of mine,,,,
12/6/2016 12:19:12,Zayn mind of mine,,,,
12/9/2016 14:22:45,Zayn mind of mine,,,,
12/11/2016 11:02:01,Zayn mind of mine,,,,
12/11/2016 11:12:29,ZAYN Mind Of Mine,,,,
12/11/2016 11:23:15,Zayn mind of mine,,,,
12/11/2016 11:37:28,ZAYN mind of mine,,,,
12/11/2016 12:27:36,ZAYN Mind of Mine,,,,
12/11/2016 13:13:57,Zayn mind of mine,,,,
12/11/2016 13:59:00,Zayn mind of mine,,,,
12/11/2016 14:09:03,Zayn Mind Of Mine,,,,
12/11/2016 14:19:52,zayn mind of mine,,,,
12/11/2016 14:46:31,ZAYN mind of mine,,,,
12/11/2016 15:06:17,Zayn Mind Of Mine,,,,
12/11/2016 17:49:33,zayn mind of mine,,,,
12/12/2016 3:56:02,Zayn Mind Of Mine,,,,
12/5/2016 14:12:43,Zayn mind of mine ,,,,
12/11/2016 11:49:50,ZAYN Mind of Mine ,,,,
12/11/2016 14:12:32,Zayn mind of mine ,,,,
12/12/2016 9:06:21,ZAYN Mind of mine ,,,,
12/11/2016 12:11:25,Zayn-Mind Of Mine,,,,
12/5/2016 14:42:14,"ZAYN, 'Mind of mine'",,,,
12/5/2016 13:15:50,"ZAYN, ""Mind Of Mine """,,,,
12/6/2016 0:45:38,"ZAYN, ""Mind Of Mine """,,,,
12/11/2016 14:26:43,"ZAYN, Mind Of Mind",,,,
12/11/2016 22:02:28,"ZAYN, Mind Of Mind",,,,
12/12/2016 11:50:45,"ZAYN, Mind of Mind",,,,
12/5/2016 14:12:55,"ZAYN, Mind of Mine",,,,
12/5/2016 14:14:31,"Zayn, Mind of Mine",,,,
12/5/2016 14:22:22,"Zayn, Mind of Mine",,,,
12/5/2016 14:24:16,"ZAYN, Mind of Mine",,,,
12/5/2016 14:29:41,"Zayn, Mind Of Mine",,,,
12/5/2016 14:31:33,"Zayn, Mind of mine",,,,
12/5/2016 14:32:06,"Zayn, Mind of mine",,,,
12/5/2016 14:33:06,"Zayn, Mind of mine",,,,
12/5/2016 14:33:23,"Zayn, Mind of mine",,,,
12/5/2016 14:33:52,"Zayn, Mind of mine",,,,
12/5/2016 14:34:16,"Zayn, Mind of mine",,,,
12/5/2016 14:34:34,"Zayn, Mind of mine",,,,
12/5/2016 14:35:00,"Zayn, Mind of mine",,,,
12/5/2016 14:35:19,"Zayn, Mind of mine",,,,
12/5/2016 14:35:38,"Zayn, Mind of mine",,,,
12/5/2016 14:36:08,"Zayn, Mind of mine",,,,
12/5/2016 14:36:29,"Zayn, Mind of mine",,,,
12/5/2016 14:36:45,"Zayn, Mind of mine",,,,
12/5/2016 14:37:02,"Zayn, Mind of mine",,,,
12/5/2016 14:38:57,"Zayn, Mind of mine",,,,
12/5/2016 14:39:15,"Zayn, Mind of mine",,,,
12/5/2016 14:39:32,"Zayn, Mind of mine",,,,
12/5/2016 14:39:50,"Zayn, Mind of mine",,,,
12/5/2016 14:40:47,"Zayn, Mind of mine",,,,
12/5/2016 14:41:34,"Zayn, Mind of mine",,,,
12/5/2016 14:42:03,"Zayn, Mind of mine",,,,
12/5/2016 14:42:18,"Zayn, Mind of mine",,,,
12/5/2016 14:42:48,"Zayn, Mind of mine",,,,
12/5/2016 14:43:25,"Zayn, Mind of mine",,,,
12/5/2016 14:43:41,"Zayn, Mind of mine",,,,
12/5/2016 14:43:59,"Zayn, Mind of mine",,,,
12/5/2016 14:44:15,"Zayn, Mind of mine",,,,
12/5/2016 14:44:38,"Zayn, Mind of mine",,,,
12/5/2016 14:46:12,"zayn, mind of mine",,,,
12/5/2016 14:47:18,"zayn, mind of mine",,,,
12/5/2016 14:48:02,"Zayn, Mind of mine",,,,
12/5/2016 14:48:34,"Zayn, Mind of mine",,,,
12/5/2016 14:48:59,"Zayn, Mind of mine",,,,
12/5/2016 14:50:04,"Zayn, Mind of mine",,,,
12/5/2016 14:50:05,"Zayn, Mind of Mine",,,,
12/5/2016 14:50:46,"Zayn, Mind of mine",,,,
12/5/2016 14:51:08,"Zayn, Mind of mine",,,,
12/5/2016 14:52:13,"Zayn, Mind of Mine",,,,
12/5/2016 14:55:55,"zayn, Mind Of Mine",,,,
12/5/2016 15:03:14,"ZAYN, Mind of Mine",,,,
12/5/2016 15:16:46,"ZAYN, MIND OF MINE",,,,
12/5/2016 15:20:52,"Zayn, mind of mine",,,,
12/5/2016 15:22:09,"ZAYN, Mind Of Mine",,,,
12/5/2016 15:23:54,"zayn, Mind Of Mine",,,,
12/5/2016 15:33:59,"Zayn, Mind of Mine",,,,
12/5/2016 15:52:44,"Zayn, Mind of Mine",,,,
12/5/2016 15:53:25,"Zayn, Mind of mine",,,,
12/5/2016 16:40:24,"Zayn, Mind of Mine",,,,
12/5/2016 16:44:40,"ZAYN, Mind of Mine",,,,
12/5/2016 16:51:46,"ZAYN, mind of mine",,,,
12/5/2016 16:56:29,"Zayn, Mind of Mine",,,,
12/5/2016 17:18:32,"ZAYN, Mind of Mine",,,,
12/5/2016 17:34:58,"ZAYN, Mind of Mine",,,,
12/5/2016 17:39:59,"Zayn, Mind of Mine",,,,
12/5/2016 17:52:36,"Zayn, mind of mine",,,,
12/5/2016 17:52:57,"Zayn, mind of mine",,,,
12/5/2016 18:20:22,"ZAYN, Mind of mine",,,,
12/5/2016 18:37:45,"Zayn, mind of mine",,,,
12/5/2016 18:57:40,"ZAYN, Mind of Mine",,,,
12/5/2016 19:32:04,"Zayn, Mind Of Mine",,,,
12/5/2016 19:53:28,"Zayn, Mind of Mine",,,,
12/5/2016 20:18:28,"ZAYN, Mind Of Mine",,,,
12/5/2016 20:39:11,"ZAYN, Mind of Mine",,,,
12/5/2016 21:25:14,"Zayn, Mind Of Mine",,,,
12/6/2016 0:54:44,"zayn, mind of mine",,,,
12/6/2016 2:31:15,"Zayn, Mind of Mine",,,,
12/6/2016 3:33:51,"ZAYN, Mind of mine",,,,
12/6/2016 7:15:54,"ZAYN, Mind Of Mine",,,,
12/6/2016 8:15:28,"Zayn, Mind of mine",,,,
12/6/2016 14:53:01,"Zayn, Mind of Mine",,,,
12/6/2016 18:36:48,"Zayn, Mind of Mine",,,,
12/6/2016 18:40:20,"ZAYN, Mind of Mine",,,,
12/6/2016 20:27:17,"Zayn, Mind of Mine",,,,
12/6/2016 20:27:26,"Zayn, Mind of Mine",,,,
12/6/2016 20:27:33,"Zayn, Mind of Mine",,,,
12/6/2016 20:27:41,"Zayn, Mind of Mine",,,,
12/6/2016 20:27:47,"Zayn, Mind of Mine",,,,
12/6/2016 20:27:54,"Zayn, Mind of Mine",,,,
12/6/2016 20:27:59,"Zayn, Mind of Mine",,,,
12/6/2016 20:28:07,"Zayn, Mind of Mine",,,,
12/6/2016 20:28:13,"Zayn, Mind of Mine",,,,
12/6/2016 20:28:20,"Zayn, Mind of Mine",,,,
12/6/2016 21:39:02,"Zayn, Mind of Mine",,,,
12/6/2016 22:07:42,"Zayn, Mind of Mine",,,,
12/6/2016 22:29:20,"Zayn, Mind of Mine",,,,
12/7/2016 10:02:22,"Zayn, Mind of Mine",,,,
12/7/2016 11:25:06,"ZAYN, Mind of Mine",,,,
12/7/2016 14:55:30,"Zayn, Mind of Mine",,,,
12/7/2016 15:44:35,"ZAYN, Mind of Mine",,,,
12/7/2016 19:11:06,"Zayn, Mind of Mine",,,,
12/7/2016 20:30:07,"ZAYN, Mind of Mine",,,,
12/8/2016 4:19:35,"Zayn, Mind of Mine",,,,
12/8/2016 14:53:13,"Zayn, Mind of Mine",,,,
12/8/2016 16:05:22,"Zayn, Mind of Mine",,,,
12/9/2016 1:10:53,"ZAYN, Mind of Mine",,,,
12/9/2016 14:09:29,"Zayn, Mind of Mine",,,,
12/10/2016 13:26:40,"zayn, mind of mine",,,,
12/11/2016 8:46:37,"Zayn, Mind of Mine",,,,
12/11/2016 10:58:15,"Zayn, Mind of Mine",,,,
12/11/2016 10:58:58,"Zayn, Mind of Mine",,,,
12/11/2016 10:59:50,"Zayn, Mind Of Mine",,,,
12/11/2016 11:00:41,"ZAYN, Mind Of Mine",,,,
12/11/2016 11:02:43,"Zayn, Mind Of Mine",,,,
12/11/2016 11:05:02,"Zayn, Mind of Mine",,,,
